,text,topic
1078,An angry Senate Majority Leader Mitch McConnell (R-KY) slammed Democrats for voting against the bill and blamed House Speaker Nancy Pelosi (D-CA) for nixing bipartisan negotiations over a coronavirus package.,coronavirus
1079,"Staten Island Ferry passengers are being endangered by rampant sexual harassment of employees on the boats, one skipper claims.",#metoo
1080,"If there is one group that deserves our deepest contempt it is the liberal elites, those who posture as the moral arbiters of society while abandoning every value they purportedly hold the moment they become inconvenient. ",black lives matter
1081,"Cuba’s health ministry initially vowed an investigation into Paloma Dominguez Caballero’s death; last week, state media published a report essentially absolving the government of any wrongdoing, categorically stating that nothing was wrong with the vaccine Dominguez received.",vaccines
1082,"As tempting as it is to believe there’s a consolation prize for a Biden-Harris win, this argument ignores one of the key truisms of politics: Politicians seek power, and leftist ones especially.",vaccine
1083,Trump's 'American Führer' fantasy: Yale psychiatrist says the president's 'displays of false strength' foreshadow plan to question election results,black lives matter
1084,Nature is in freefall and the planet’s support systems are so stretched that we face widespread species extinctions and mass human migration unless urgent action is taken.,environment
1085,"What we can expect from Bezos’s $10 billion, in other words, is $10 billion worth of green bullshit spread liberally around the world, scaring impressionable school kids, colonising university departments, misleading the mainstream media, granting shyster politicians the excuse they need to raise taxes and introduce more regulations in the name of ‘saving the planet.’",taxes
1086,The net percent of owners expecting higher real sales volumes increased 7 points to 23 percent with owners a bit more certain of future sales growth prospects.,taxes
1087,"The other witnesses at the hearing shared story after story about how Americans are struggling to pay off student loans, with many having to delay getting married, buying a home, and having children.",student debt
1088,"And the result this past weekend in Virginia’s 5th congressional district GOP primary, where first term Rep. Denver Riggleman lost to Bob Good, a Christian-sharia-loving, anti-LGBTQ, anti-immigrant bigot, is just the latest example of where the GOP is heading with or without Trump.",marriage equality
1089,"For example, even though the BBC remains the dominant radio and TV broadcast in Britain, I almost never listen to it or watch it any more because it’s pure woke propaganda.",marriage equality
1090,The Trump administration has continued to deny climate change findings and make scientific reports inaccessible to the public.,environment
